country,points,price,province
Austria,87,16,Burgenland
Austria,87,21,Burgenland
Greece,87,13,Halkidiki
Italy,86,17,Veneto
Italy,86,15,Veneto
Italy,86,20,Veneto
Italy,86,19,Veneto
US,86,23,California
US,86,18,California
Italy,86,13,Veneto
US,86,26,Washington
Italy,86,13,Veneto
Argentina,86,17,Mendoza Province
Germany,86,20,Rheinhessen
US,86,48,California
US,86,40,California
Argentina,86,12,Mendoza Province
Austria,86,12,Burgenland
Italy,86,18,Veneto
Portugal,88,14,Douro
Argentina,88,19,Mendoza Province
France,88,10,Burgundy
US,88,26,California
Italy,88,50,Piedmont
Australia,88,13,South Australia
Italy,88,49,Piedmont
Italy,88,50,Piedmont
Portugal,88,19,Alentejo
France,88,14,Burgundy
Turkey,88,20,Thrace
France,88,28,Burgundy
France,88,70,Burgundy
US,88,13,California
France,88,40,Burgundy
France,88,10,France Other
Argentina,88,16,Mendoza Province
Argentina,87,40,Mendoza Province
Argentina,87,20,Mendoza Province
US,87,35,Oregon
Italy,87,90,Piedmont
Australia,87,25,Victoria
Australia,87,13,South Australia
Germany,87,10,Pfalz
France,87,32,Burgundy
US,87,26,Texas
US,87,14,California
Portugal,87,10,Lisboa
Italy,87,75,Piedmont
US,87,35,Oregon
Italy,93,80,Piedmont
Portugal,93,55,Douro
US,93,24,California
US,93,52,California
US,93,115,California
US,93,60,California
US,93,40,California
US,93,55,California
Portugal,93,28,Douro
US,93,60,California
Italy,93,33,Piedmont
Italy,93,57,Central Italy
US,93,75,California
France,93,40,Bordeaux
US,93,58,California
US,93,55,California
US,93,65,California
Portugal,93,75,Alentejo
US,93,38,California
US,93,49,California
US,93,32,California
US,93,55,California
Portugal,93,32,Douro
US,93,65,California
US,93,40,California
US,92,50,California
US,92,42,California
US,92,60,California
US,92,48,California
US,92,36,California
Italy,88,16,Tuscany
France,88,9,Bordeaux
Italy,88,35,Tuscany
France,88,40,Bordeaux
US,88,13,Washington
South Africa,88,17,Robertson
Germany,88,20,Pfalz
US,88,50,California
South Africa,88,35,Stellenbosch
US,88,40,California
South Africa,88,13,Robertson
US,88,50,Washington
US,88,20,Washington
Italy,88,,Tuscany
Germany,88,22,Pfalz
Germany,88,12,Pfalz
US,88,7,Washington
US,88,10,Washington
South Africa,88,15,Stellenbosch
US,88,40,California
Spain,88,21,Northern Spain
Italy,88,90,Tuscany
Spain,85,7,Central Spain
Italy,85,22,Sicily & Sardinia
Italy,85,,Sicily & Sardinia
US,85,20,California
US,85,13,New York
US,85,35,California
Israel,85,12,Dan
US,85,16,Michigan
US,85,20,California
Italy,85,12,Sicily & Sardinia
Spain,85,30,Galicia
US,85,34,California
US,85,26,California
Italy,84,,Sicily & Sardinia
US,84,15,California
Italy,84,28,Sicily & Sardinia
US,84,10,California
US,84,70,California
US,84,24,California
Italy,84,10,Sicily & Sardinia
Portugal,84,,Vinho Verde
Spain,84,8,Central Spain
Spain,84,27,Northern Spain
US,84,10,New York
Italy,84,10,Sicily & Sardinia
France,84,,Burgundy
New Zealand,84,17,Marlborough
Italy,89,20,Southern Italy
US,89,35,California
Italy,89,19,Northeastern Italy
Germany,89,13,Rheinhessen
Italy,89,48,Northeastern Italy
Italy,89,26,Northeastern Italy
Italy,89,13,Northeastern Italy
US,89,75,California
Spain,89,30,Catalonia
US,89,25,California
France,89,14,Loire Valley
Italy,89,20,Northwestern Italy
US,89,36,California
Italy,89,49,Northeastern Italy
US,89,35,California
France,89,20,Loire Valley
France,89,21,Loire Valley
Germany,89,28,Rheingau
Germany,89,20,Mosel
Spain,89,18,Andalucia
Spain,89,20,Catalonia
US,89,40,Oregon
Portugal,89,13,Vinho Verde
US,89,45,California
US,89,40,California
US,89,32,California
Italy,89,15,Northeastern Italy
US,89,34,California
Italy,89,40,Northeastern Italy
Italy,89,20,Northeastern Italy
Italy,90,20,Southern Italy
US,90,42,California
US,90,98,California
New Zealand,90,25,Awatere Valley
Austria,90,18,Wiener Gemischter Satz
Spain,90,25,Catalonia
Austria,90,15,Kamptal
Spain,90,36,Catalonia
US,90,35,California
US,90,56,California
Spain,90,33,Northern Spain
New Zealand,90,25,Central Otago
US,90,38,California
France,90,28,Southwest France
France,90,22,Provence
France,90,13,Southwest France
France,90,,Southwest France
US,90,38,California
US,90,22,New York
US,90,18,New York
US,90,42,California
Italy,90,25,Southern Italy
France,90,21,Provence
France,90,23,Provence
France,90,30,Provence
Austria,90,20,Wachau
US,90,39,California
US,90,38,California
Italy,90,18,Sicily & Sardinia
US,90,22,Oregon
Argentina,86,11,Mendoza Province
Italy,86,29,Southern Italy
US,86,10,Washington
Italy,86,35,Sicily & Sardinia
Italy,86,19,Southern Italy
France,86,,Bordeaux
France,86,,Bordeaux
France,86,14,Bordeaux
US,86,30,California
US,86,35,Washington
France,86,75,Bordeaux
Spain,86,47,Northern Spain
Spain,86,10,Northern Spain
US,86,17,California
US,86,23,California
Italy,86,9,Sicily & Sardinia
US,86,27,California
Italy,86,18,Southern Italy
France,86,,Bordeaux
France,87,15,Provence
Chile,87,9,Maipo Valley
France,87,40,Provence
US,87,20,California
Italy,86,,Northeastern Italy
US,86,13,California
US,86,28,Pennsylvania
Italy,86,10,Northeastern Italy
US,86,20,California
US,86,24,California
France,86,15,Provence
US,86,18,California
Portugal,86,11,Douro
US,86,18,Washington
France,86,24,Provence
US,86,12,California
US,86,18,California
Chile,86,20,Curicó Valley
US,86,15,California
Italy,88,25,Northeastern Italy
Germany,88,14,Mosel
US,88,36,Oregon
Italy,88,27,Northeastern Italy
US,88,42,California
South Africa,88,16,Swartland
South Africa,88,,Swartland
Italy,88,20,Northeastern Italy
US,88,48,California
US,88,,California
Argentina,88,19,Mendoza Province
US,88,40,California
US,88,50,Michigan
Portugal,88,21,Port
Germany,88,16,Mosel
Italy,88,19,Northeastern Italy
Portugal,88,11,Dão
US,88,25,Michigan
Italy,88,23,Northeastern Italy
Italy,88,30,Northeastern Italy
Italy,88,28,Northeastern Italy
US,88,22,California
US,88,15,California
Italy,88,20,Northeastern Italy
Italy,88,20,Northeastern Italy
US,88,70,California
Germany,88,9,Mosel
Portugal,88,40,Douro
Portugal,88,30,Port
US,88,16,California
France,93,,Provence
France,93,31,Alsace
France,93,30,Alsace
US,93,38,California
US,93,45,Washington
US,93,50,Washington
US,93,24,Washington
France,93,,Alsace
Austria,93,,Burgenland
US,93,86,California
US,92,55,Washington
Austria,92,,Leithaberg
France,92,28,Alsace
France,92,45,Alsace
US,92,85,California
US,92,50,Washington
US,92,120,California
US,92,30,Washington
France,92,25,Provence
France,92,40,Provence
South Africa,92,50,Simonsberg-Stellenbosch
US,92,32,Washington
US,92,40,Washington
France,92,,Provence
Austria,92,46,Wachau
US,92,39,Washington
US,92,85,California
Austria,92,,Wagram-Donauland
Austria,92,60,Burgenland
US,94,75,California
US,94,120,California
France,94,25,Southwest France
France,94,80,Burgundy
Portugal,94,85,Douro
US,94,28,California
France,94,180,Rhône Valley
France,94,85,Burgundy
France,94,135,Burgundy
Italy,94,125,Tuscany
France,94,90,Burgundy
Italy,94,154,Veneto
US,94,70,California
US,94,150,California
Germany,94,56,Mosel
France,94,49,Southwest France
US,94,72,California
Italy,93,48,Northeastern Italy
US,93,35,California
Italy,93,70,Tuscany
France,93,132,Burgundy
US,93,38,California
Portugal,93,20,Alentejo
US,93,175,California
US,93,36,California
US,93,60,California
US,93,110,California
US,93,100,California
Italy,93,85,Tuscany
US,93,80,California
Chile,86,12,Colchagua Valley
Italy,86,18,Central Italy
Italy,86,15,Northeastern Italy
US,86,20,Washington
Chile,86,14,Rio Claro
Australia,85,12,South Australia
Chile,85,9,Maule Valley
Chile,85,12,Colchagua Valley
US,85,9,California
Argentina,85,10,Mendoza Province
France,85,19,Loire Valley
New Zealand,85,11,Marlborough
US,85,75,California
Hungary,85,48,Villány
US,85,22,California
Italy,85,35,Central Italy
Italy,85,12,Tuscany
New Zealand,85,23,Marlborough
Italy,85,15,Central Italy
New Zealand,85,16,Marlborough
Argentina,85,12,Other
US,85,34,California
US,85,65,California
Argentina,85,10,Mendoza Province
Argentina,85,8,Mendoza Province
Italy,85,16,Northeastern Italy
Chile,85,12,Cachapoal Valley
Italy,92,43,Sicily & Sardinia
US,92,32,California
US,92,71,California
Italy,92,65,Sicily & Sardinia
US,92,60,Oregon
Austria,92,,Kamptal
France,92,15,Southwest France
France,92,35,Southwest France
France,92,,Beaujolais
Chile,92,92,Colchagua Valley
US,92,42,California
Italy,92,65,Sicily & Sardinia
France,92,35,Beaujolais
Italy,92,43,Sicily & Sardinia
US,92,54,Oregon
US,92,75,California
France,92,16,Bordeaux
France,92,35,Southwest France
France,92,26,Southwest France
Chile,92,38,Maipo Valley
France,92,50,Southwest France
Chile,92,29,Cachapoal Valley
Italy,92,42,Sicily & Sardinia
US,92,48,Oregon
Chile,92,40,Cachapoal Valley
US,92,100,California
Italy,86,21,Sicily & Sardinia
Portugal,86,14,Alentejano
Portugal,86,13,Alentejano
US,86,15,California
Spain,86,15,Catalonia
Spain,86,9,Levante
Spain,85,17,Central Spain
US,85,20,California
France,85,34,Loire Valley
France,85,20,Bordeaux
France,85,12,Bordeaux
France,85,,Bordeaux
France,85,15,Bordeaux
US,85,11,California
Spain,85,10,Catalonia
Portugal,85,9,Lisboa
Portugal,85,10,Lisboa
Romania,85,10,Jidvei
Italy,85,14,Southern Italy
Spain,85,20,Catalonia
Chile,85,15,Colchagua Valley
Portugal,85,7,Lisboa
Chile,85,8,Central Valley
Chile,85,10,Central Valley
Italy,85,20,Veneto
Portugal,85,12,Península de Setúbal
Portugal,85,8,Alentejo
Italy,85,18,Southern Italy
US,85,28,California
Portugal,85,9,Vinho Verde
US,99,125,Washington
US,99,94,California
France,98,1900,Bordeaux
France,98,380,Bordeaux
US,98,50,Washington
Italy,98,102,Tuscany
France,97,170,Bordeaux
Italy,97,220,Tuscany
Italy,97,215,Tuscany
US,97,150,California
France,97,1100,Bordeaux
US,97,82,California
France,96,280,Bordeaux
France,96,200,Bordeaux
Italy,96,75,Tuscany
France,96,1200,Bordeaux
France,96,,Bordeaux
France,96,195,Bordeaux
US,96,125,California
France,96,1300,Bordeaux
France,96,400,Bordeaux
US,96,78,California
France,96,75,Bordeaux
US,95,56,California
France,95,89,Bordeaux
France,95,163,Bordeaux
France,95,110,Bordeaux
US,95,60,Washington
US,95,75,California
US,88,28,California
US,88,34,New York
US,88,35,California
Italy,88,16,Sicily & Sardinia
France,88,45,Bordeaux
France,88,20,Bordeaux
US,88,21,New York
France,88,,Bordeaux
France,88,30,Bordeaux
France,88,,Bordeaux
France,88,45,Bordeaux
France,88,22,Bordeaux
France,88,,Bordeaux
US,88,18,Washington
France,88,58,Bordeaux
US,88,10,California
US,88,55,California
US,88,16,Washington
Italy,88,25,Sicily & Sardinia
US,88,25,Washington
New Zealand,87,18,Hawke's Bay
US,87,20,New York
US,87,12,California
US,87,30,Washington
Italy,87,14,Sicily & Sardinia
US,87,24,Washington
France,87,19,Bordeaux
France,87,,Bordeaux
France,87,15,Bordeaux
France,87,26,Bordeaux
France,85,10,France Other
France,85,10,France Other
Portugal,85,12,Tejo
Argentina,85,10,Mendoza Province
Portugal,85,8,Alentejo
Portugal,85,6,Alentejano
Argentina,85,13,Mendoza Province
Argentina,85,13,Mendoza Province
France,85,13,Loire Valley
France,85,12,France Other
US,85,16,Virginia
Argentina,85,12,Mendoza Province
US,85,17,America
France,85,22,Loire Valley
Portugal,85,7,Alentejano
Portugal,85,8,Alentejano
US,85,22,Virginia
France,85,12,France Other
Portugal,85,15,Península de Setúbal
Argentina,85,10,Mendoza Province
US,85,12,California
Australia,85,8,Australia Other
US,85,20,California
France,85,20,Loire Valley
Portugal,85,10,Douro
Portugal,85,12,Tejo
US,85,15,California
Italy,85,40,Piedmont
US,85,11,California
US,85,10,California
Spain,85,27,Catalonia
Argentina,85,13,Mendoza Province
US,85,25,California
Argentina,85,10,Mendoza Province
Australia,85,16,Western Australia
Portugal,85,9,Lisboa
Argentina,85,20,Other
US,85,18,Oregon
Portugal,85,10,Lisboa
Portugal,85,10,Alentejano
Portugal,85,11,Douro
France,85,13,Bordeaux
France,85,20,Bordeaux
France,85,13,Bordeaux
US,85,25,Oregon
US,85,35,Oregon
US,85,28,Oregon
Italy,85,10,Central Italy
Portugal,85,13,Alentejano
US,85,10,California
Argentina,85,12,Other
Australia,85,9,Australia Other
US,85,12,California
Italy,85,19,Central Italy
France,85,20,Bordeaux
France,85,28,Bordeaux
US,85,25,Oregon
US,90,65,Oregon
US,90,20,California
France,90,40,Rhône Valley
France,90,126,Rhône Valley
Italy,90,,Tuscany
US,90,50,California
US,90,30,California
US,90,28,California
Argentina,90,25,Mendoza Province
Austria,90,20,Niederösterreich
Italy,90,,Tuscany
US,90,16,Oregon
Austria,90,16,Traisental
Italy,90,,Tuscany
US,90,18,Oregon
Italy,90,,Tuscany
US,90,115,California
US,90,35,California
US,90,20,California
France,90,63,Rhône Valley
US,90,18,California
Austria,90,44,Niederösterreich
US,90,12,California
Argentina,90,15,Mendoza Province
Italy,86,50,Tuscany
Israel,86,16,Galilee
Italy,86,85,Tuscany
Italy,86,16,Tuscany
Portugal,86,15,Bairrada
Spain,86,12,Northern Spain
US,86,14,California
US,86,10,New York
Israel,86,35,Negev Hills
Italy,86,15,Tuscany
Australia,86,14,Australia Other
Australia,86,23,Western Australia
Spain,86,15,Northern Spain
Italy,86,65,Tuscany
US,86,25,California
Spain,85,10,Northern Spain
Australia,85,20,South Australia
Italy,85,29,Tuscany
Portugal,85,20,Douro
Israel,85,23,Galilee
US,85,19,California
Portugal,85,11,Ribatejano
Spain,85,15,Catalonia
US,85,10,California
Spain,85,10,Central Spain
Spain,85,8,Northern Spain
Spain,85,10,Galicia
Australia,85,30,South Australia
US,85,22,Pennsylvania
US,85,18,New York
Spain,92,47,Northern Spain
France,92,,Bordeaux
US,92,48,California
US,92,30,California
US,92,35,Washington
US,92,20,Washington
Italy,92,90,Tuscany
France,92,135,Bordeaux
US,92,40,Washington
US,92,40,Washington
Italy,92,50,Tuscany
US,92,22,California
Italy,92,80,Tuscany
US,92,29,California
Italy,92,75,Tuscany
US,92,56,Washington
US,92,45,California
Italy,92,45,Tuscany
France,92,,Bordeaux
France,92,,Bordeaux
France,92,,Bordeaux
France,92,49,Bordeaux
France,92,,Bordeaux
US,92,30,California
France,84,13,Bordeaux
Spain,84,12,Levante
US,84,10,Washington
Spain,84,25,Northern Spain
France,84,20,Bordeaux
Spain,84,13,Catalonia
US,84,29,Washington
France,84,15,Loire Valley
France,84,19,France Other
Spain,84,10,Central Spain
France,84,12,Bordeaux
US,84,25,New York
US,84,37,California
US,84,20,New York
Spain,84,14,Catalonia
France,84,12,Bordeaux
US,84,18,Washington
France,84,25,Bordeaux
France,84,25,Bordeaux
Chile,84,15,Cachapoal Valley
France,84,,Bordeaux
US,84,9,California
France,84,13,France Other
Chile,84,13,Central Valley
US,84,22,California
France,84,,Bordeaux
France,84,17,Bordeaux
France,84,23,Bordeaux
France,84,,Bordeaux
France,84,15,Bordeaux
US,91,33,Washington
Italy,91,55,Tuscany
Spain,91,33,Catalonia
France,91,35,Bordeaux
France,91,,Bordeaux
France,91,26,Bordeaux
US,91,20,Idaho
US,91,45,California
US,91,50,California
US,91,40,California
Argentina,91,24,Mendoza Province
US,91,60,California
US,91,29,Washington
Italy,91,,Tuscany
US,91,30,California
US,91,40,California
US,91,45,Washington
Italy,91,,Tuscany
Italy,91,50,Piedmont
France,91,,Bordeaux
France,91,29,Bordeaux
Portugal,85,10,Tejo
Portugal,85,20,Duriense
France,85,19,Beaujolais
France,85,,Beaujolais
US,85,28,California
Spain,85,15,Catalonia
France,85,50,Champagne
US,85,15,California
Spain,85,11,Levante
Spain,85,16,Northern Spain
US,85,14,California
Portugal,85,11,Tejo
Portugal,85,20,Duriense
Spain,85,9,Levante
Argentina,85,12,Mendoza Province
Spain,85,15,Catalonia
US,85,25,California
France,85,,Beaujolais
France,85,,Beaujolais
France,85,15,Beaujolais
Portugal,85,13,Alentejano
Argentina,85,12,Mendoza Province
France,85,20,Beaujolais
France,85,22,Beaujolais
US,84,18,California
France,84,12,Beaujolais
Spain,84,23,Galicia
Spain,84,16,Levante
US,84,46,California
US,84,15,Oregon
US,84,50,California
US,84,10,California
Spain,84,13,Northern Spain
US,84,23,California
Spain,84,25,Northern Spain
US,84,19,Michigan
France,84,23,Alsace
US,84,47,California
US,84,60,California
US,84,42,California
US,84,13,California
US,83,16,California
Spain,83,25,Northern Spain
Argentina,83,,Mendoza Province
Spain,83,20,Galicia
Spain,83,30,Northern Spain
Spain,83,12,Northern Spain
Spain,83,9,Central Spain
US,83,38,California
US,83,25,New Jersey
Argentina,83,13,Mendoza Province
France,83,21,Alsace
US,83,25,Oregon
Spain,83,15,Northern Spain
Argentina,83,25,Mendoza Province
US,83,55,California
US,83,,California
US,83,29,Oregon
Italy,83,30,Sicily & Sardinia
France,94,180,Bordeaux
France,94,74,Bordeaux
France,94,,Bordeaux
US,94,300,California
Italy,94,130,Tuscany
Italy,93,120,Tuscany
US,93,30,Washington
US,93,36,California
US,93,85,Washington
Italy,93,75,Tuscany
Portugal,93,,Dão
France,93,45,Bordeaux
France,93,90,Bordeaux
US,93,36,Washington
France,93,75,Languedoc-Roussillon
Italy,93,80,Tuscany
Italy,93,,Tuscany
Italy,93,,Tuscany
US,93,50,California
France,93,47,Bordeaux
France,93,270,Bordeaux
US,93,50,Washington
US,93,28,Washington
US,93,55,California
Portugal,93,70,Beiras
Italy,93,60,Tuscany
Australia,93,50,South Australia
US,93,48,California
US,93,22,Washington
France,89,23,Burgundy
Australia,89,20,South Australia
Australia,89,25,South Australia
Italy,89,21,Southern Italy
US,89,46,California
Australia,89,18,South Australia
Italy,89,22,Southern Italy
US,89,30,Oregon
Australia,89,12,South Australia
Spain,89,150,Catalonia
Argentina,89,10,Mendoza Province
US,89,18,Oregon
France,89,28,Burgundy
Argentina,89,12,Mendoza Province
Australia,89,30,Victoria
Italy,89,24,Southern Italy
US,89,55,California
Spain,89,53,Spanish Islands
Italy,89,30,Southern Italy
Australia,88,14,Australia Other
Australia,88,22,South Australia
US,88,15,California
US,87,25,California
Austria,87,32,Österreichischer Sekt
US,87,14,Washington
US,87,50,California
Chile,87,30,Colchagua Valley
Chile,87,16,Casablanca Valley
Chile,87,19,Aconcagua Valley
France,87,12,Bordeaux
France,87,20,Bordeaux
France,87,13,Bordeaux
US,87,26,Washington
Austria,87,17,Wachau
US,87,32,California
Chile,87,15,Colchagua Valley
Italy,87,50,Piedmont
US,87,28,Washington
France,87,17,Bordeaux
Italy,87,25,Piedmont
US,87,11,California
Australia,87,30,Western Australia
Israel,87,35,Upper Galilee
Italy,87,80,Piedmont
France,87,18,Bordeaux
Australia,87,53,South Australia
Chile,87,18,Leyda Valley
US,87,60,California
Chile,87,30,Colchagua Valley
Chile,87,19,Maipo Valley
US,87,15,Washington
France,87,20,Bordeaux
Austria,87,14,Wachau
US,87,40,Washington
US,87,19,California
France,87,13,Southwest France
US,87,65,California
US,87,36,California
US,87,24,Washington
US,86,32,California
Chile,86,10,Maipo Valley
US,86,15,Washington
France,86,15,Bordeaux
US,86,24,California
US,86,32,Washington
Chile,86,18,Cachapoal Valley
Israel,86,15,Galilee
US,86,24,California
France,88,17,Beaujolais
US,88,40,California
US,88,35,Virginia
Italy,88,30,Sicily & Sardinia
Italy,88,32,Sicily & Sardinia
US,88,35,California
US,88,60,California
France,88,15,Beaujolais
Chile,88,20,Casablanca Valley
US,88,40,Oregon
Italy,88,20,Southern Italy
France,88,10,Bordeaux
France,88,35,Bordeaux
France,88,20,Beaujolais
France,88,18,Southwest France
Italy,88,14,Sicily & Sardinia
US,88,22,Oregon
